post_date,post_title,final_content,source_file
2005-12-01 19:41:40,"Thursday, Dec. 1","<p>Several things to note:</p>

<p>1. During physics, Josh informed me quite somberly that he was glad that we are to start Rennaisance (sp?) literature in Early Eng. Lit., and that he &#8220;would push for a test&#8221; on this unit. This after we, as a class, opted not do do one on medieval lit. And this before he threw a wad of paper at Brandon. It was provoked. :D</p>

<p>2. Mrs. Chrisinger went through a bit of art this evening with the Decathlon team, and made the comment that tempera was &#8220;what you used in the day-care when you were little.&#8221; It struck me very strongly as a line that might have been from a book that Ray Bradbury might have written, about a world where the young were placed in day-cares while&#8230; while something, anyway. Very strange.</p>

<p>3. &#8220;A Christmas Carol&#8221; opened tonight. Mi familia is likely going to go tomorrow.</p>

<p>4. I wrote in my blog!</p>

<p>5. Was able to convince the server administration for the <a href=""http://pgcc.us"">Pine Grove website</a> that it was a good idea to raise the file upload limit to 15MB, which is <em>very</em> good for the sermon upload system.</p>

<p>The end.</p>


",exigraff wp_posts.csv
2005-12-03 15:06:01,Seminar,"<p>I&#8217;m at church where Michael Lane is giving a seminar on evolution vs. intelligent design. It&#8217;s cool &#8211; there&#8217;s a lot of stuff in here that I didn&#8217;t know about and that I still don&#8217;t remember enough about to write coherently about, so I won&#8217;t try.</p>

<p>But meanwhile, Pastor Darrell&#8217;s email is still broken. Gah. And&#8230; I need to cut this off and get back to the post later; Mike&#8217;s about to start speaking again (the break for lunch just ended).</p>

<p>[ 2:03 pm ]<br />
Next break. He&#8217;s running about 10 minutes behind schedule, which might be partly because Mike put too much liver into a beaker full of&#8230;. of some kind of acid. The thing over flowed and <em>kept</em> overflowing. :) Very cool.</p>

<p>Anyway, Darrell&#8217;s email. A great guy, and he&#8217;s very nice about it, but it&#8217;s gotta be a bit frusterating when you&#8217;ve been trying to use your email for the last four days and it hasn&#8217;t been working. Gah. I&#8217;ll have to work on that when the seminar is done. I&#8217;d do it now, but we&#8217;re using his laptop for Mike&#8217;s presentation and I can&#8217;t get to Darrell&#8217;s user account without screwing up the other presentation on the account that we&#8217;re working with.</p>


",exigraff wp_posts.csv
2005-12-05 16:00:36,arhhook,"<p>Anthony is online, the poor guy.</p>

<p>Welcome to a world where every attention-starved entity feels entitled to broadcast his/her thoughts to the world and where ruthless corporate minds take advantage of every lapse in security possible.</p>

<p>Ah well. There goes another one. [ grins ] Enjoy.</p>

<p><a href=""http://hook.glyphsolutions.com"">Anthony&#8217;s Blog</a></p>


",exigraff wp_posts.csv
2005-12-05 22:21:12,Warmth,"<p>It&#8217;s <em>really</em> nice to be able to stumble out of the 2-degree weather and into a warm, wood-heated home. Really nice. And <em>then</em>, your mom makes hot chocolate for you&#8230; [ sighs happily ] The only thing missing is a Christmas carol playing on the stereo, but you take what you can get.</p>


",exigraff wp_posts.csv
2005-12-05 22:21:33,(Male+Female)^2,"<p>Had an interesting discussion with Calah, Beau and Matt over lunch this afternoon, partially regarding the various aspects of gender in American culture. Things like why no one looks twice at a girl wearing a tie and how people would react if a guy walked into school wearing a skirt and heels. (Personally, I think Avril Lavigne looks good with a tie, but I don&#8217;t think that proves any kind of point, so&#8230; whatever.)</p>

<p>And here&#8217;s an interesting thought: if a guy is gay, then he&#8217;s attracted to the male sex. That would give him a female-role in whatever relationship he might end up in, from his point of view, so it&#8217;s almost some kind of slightly twisted male-female relationship. Same thing conversely with lesbian females, right? So the only really homosexual relationship possible, assuming that a gay individual switches gender roles, would be between a gay guy and a lesbian female. But then, that&#8217;s really a straight relationship, isn&#8217;t it?</p>

<p>... Yeah, that&#8217;s a little bit strange to think about, and probably something that you weren&#8217;t expecting to see in my blog. New things happen every day. Example: I found out today that Aaron Pierre likes trance music. Cool.</p>


",exigraff wp_posts.csv
2005-12-06 08:27:05,New Life,"<p>Hooray for a new cousin-once-removed! :) Stef just brought little Gavin into the world, and the family couldn&#8217;t be much happier. [ sighs ] Only one day overdue, which doesn&#8217;t really matter so I&#8217;m not sure why I mentioned it, but&#8230; ! That&#8217;s very exciting.</p>


",exigraff wp_posts.csv
2005-12-06 15:36:29,Consumer Trends,"<p>Saw this on CiD (one of the polls). Honestly, this is the coolest thing since&#8230; well, probably since&#8230; whatever, I have no idea. But it&#8217;s cool.</p>

<p>[ <a href=""http://hosted.ap.org/dynamic/stories/U/UPSIDE_DOWN_CHRISTMAS?SITE=MTHEL&#38;SECTION=STRANGE&#38;TEMPLATE=DEFAULT"" title=""AP"">read the story</a> ]</p>

<p>[ <a href=""http://www.creationindigital.com/index.php?showtopic=1634&#38;hl"">read the CiD poll</a>= ]</p>


",exigraff wp_posts.csv
2005-12-06 23:17:18,42,"<p>It&#8217;s remarkable how easily the silence of another person can completely tear down a positive mood. Not make it negative, but just bring it down entirely. Nothing left. &#8230; [ sighs ] And all brought on by the female gender. Go figure.</p>

<p>Was able to get quite a bit of work in this evening, but only on a project for Dad (well, for Dad&#8217;s research program thing; Wisconsin Potato Breeding Program) and the Jemhil project. Fun fun fun.</p>

<p>I got a call from Mr. Koth (I believe that the first name&#8217;s Tim, but I could be wrong. Been wrong before.) asking if I was still interested in a part-time job with the coffee hut chaing (Magic Joe&#8217;s). I am, -ish, but it&#8217;ll be tricky making Decathlon, home, another official paid job and the freelancing business work together.</p>

<p>Man, I am <em>depressed</em>.</p>

<p><em>I&#8217;m still waiting for you to be the one I&#8217;m waiting for.</em> &#8211; RelientK<br />
<em>You&#8217;re spirit&#8217;s divided, you will decide if I&#8217;m all you&#8217;ll be waiting for.</em> -Royksopp</p>",exigraff wp_posts.csv
2005-12-06 23:20:36,Funding,"<p>Added a donations section to this website. Who knows, some benevolent and wealthy visitor may stop by and drop in a few dollars. Worth a shot.</p>


",exigraff wp_posts.csv
2005-12-07 08:24:00,Wednesday Morning,"<p>Right. So I got up at 5 this morning to get Hannah to school at 6:45 for Chem work, and neither of the Chem instructers were there. Mr. Larson showed up at 7:05 and let her in, claiming that he both stopped to pick up breakfast and &#8220;had a woman to deal with&#8221; as reasons for being late.</p>

<p>I&#8217;m in the library now at 7:22. Couldn&#8217;t log in for a bit; the server kindly informed me that I was &#8220;logged onto too many workstations at once.&#8221; This being the second time that this has happened, I visited the network admin room to see if Zimmerman was around. He wasn&#8217;t, which I would have expected. Anyone who has to get to school before 7:15 is either working there or&#8230; never mind. Anyhoo, turns out that the workstation that I was still logged onto was the one that I was using in Dachel&#8217;s room 4th hour yesterday. Gah.</p>

<p>And the little tabs that prop the keyboard up are broken off of this keyboard. ... Vandals.</p>


",exigraff wp_posts.csv
2005-12-08 16:02:10,Utter Exhaustion,"<p>I&#8217;m tired.</p>


",exigraff wp_posts.csv
2005-12-09 08:32:44,Friday Morning,"<p>My alarm clock went off and I awoke, two events which do not always coincide, but this time it worked out. Aaron&#8217;s alarm went off at roughly the same time, which I thought odd because my clock was set for 5:00 and he generally gets up at 6:00. &#8220;Aaron, it&#8217;s 5:00!&#8221; &#8221;... It is?&#8221;</p>

<p>Feeling particularly well-rested, I strolled downstairs and took note of the clock on the stove. 6:07. Dang it.</p>

<p>What followed was a series of preperatory events carried out in some haste, for Hannah had drivers ed this morning and I had intended to take her in, since I kinda needed the worktime before school and we still need to pick up Phantom of the Opera after school. And egg-dropping supplies. [ adds to to-do list ]</p>


",exigraff wp_posts.csv
2005-12-10 00:18:03,The Phantom of the Opera,"<p>Hannah and I just finished watching it. Well, <em>I</em> just finished watching it and Hannah just woke up. :)</p>

<p>Phenomenal story. Translated well into film. Powerful, intriguing, thought-provoking. A bit depressing. &#8220;Learn to live life alone,&#8221; sayeth the first song played during the credits. What a terrible way to be.</p>


",exigraff wp_posts.csv
2005-12-11 17:55:00,Sunday evening,"<p>Mi familia (plus Will, a guy from church and Eric Gustafson, whom Ethan invited to bring chocolate) ventured out onto the slightly snowed-over lake for skating. [ sighs ] My feet suffered. Between the skates and the&#8230; Oh, the skates.</p>

<p>These are Goodwill skates mind you, and aren&#8217;t bad at all. The only thing is that the laces are <em>just</em> small enough to fit through the holes, provided that the little plastic caps on the ends of the laces don&#8217;t break off. And when they <em>do</em> break, you&#8217;re in for twenty minutes of meticulous lace-threading. And, if you have semi-large feet, you&#8217;ll have a bit of a difficult time jamming your feet into the skates cuz you really can&#8217;t make them any looser without unlacing the top few holes and you <em>really</em> don&#8217;t want to un-lace those after the work that went into lacing them in the first place. Gah.</p>

<p>But regardless, we had a grand old time. A few quotes:</p>

<ul>
<li>&#8220;Oh look, it&#8217;s dead.&#8221;
<ul>
<li>Referring to a&#8230; dead.. s&#8217;more.</li>
</ul></li>
<li>&#8220;Here, use this!&#8221;
<ul>
<li>Referring to a foot-long screwdriver that Ethan pulled out of nowhere to offer for my use</li>
</ul></li>
<li>&#8220;Where&#8217;s the chocolate?&#8221; &#8220;Under the hatchet.&#8221;
<ul>
<li>Self-explanatory</li>
</ul></li>
<li>&#8220;What do <em>you</em> do for fun?&#8221; &#8220;Oh, I make sine waves in Photoshop.&#8221; 
<ul>
<li>Actually, this one was from a conversation with GamePhreak last night regarding a secret project that I can&#8217;t tell you about yet.</li>
</ul></li>
</ul>

<p>The end.</p>


",exigraff wp_posts.csv
2005-12-11 23:12:00,Blah.,"<p>I&#8217;m lonely. [ sighs ] I just realized all over again how much of a workaholic geek I really am. Funny how that doesn&#8217;t usually bother me&#8230; Probably something to do with the fact that my birthday&#8217;s coming up and I honestly can&#8217;t think of anyone that I&#8217;d ask along. ... Actually, no, that&#8217;s a lie, but there&#8217;s the whole reciprocal friendship thing. I have a history of finding people that I truely want to be strong friends with, only to either have it fall through or to realize a couple months later that the only person wanting the friendship was me.</p>

<p>Life. Beau tried to psychoanalyze me and my <em>life</em> on Friday. It was a short conversation.</p>


",exigraff wp_posts.csv
